index;x;y;z
473;-0.019241;0.140411;-0.936829
474;-0.039291;0.093811;-0.932510
475;-0.038452;0.216034;-0.993668
476;-0.035355;0.141190;-0.994797
477;0.002426;0.211060;-1.021591
478;0.002090;0.302200;-1.080521
479;0.008987;0.382401;-1.089722
480;0.027679;0.285538;-1.036697
481;0.024643;0.205551;-0.975143
482;0.011154;0.124405;-0.899399
483;0.020905;0.079376;-0.863663
484;0.038849;0.167557;-0.922379
485;0.057587;0.212341;-0.970917
486;0.061661;0.190750;-0.987000
487;0.040298;0.275299;-1.105881
488;0.011078;0.223495;-1.082855
489;0.047363;0.155807;-1.074997
490;0.061325;0.072281;-0.988892
491;0.049698;-0.044479;-0.871429
492;0.037064;-0.077606;-0.806198
493;0.021805;-0.076492;-0.794586
494;0.025146;0.095963;-0.870361
495;0.010864;0.278305;-1.111343
496;0.014404;0.499298;-1.144943
497;0.069031;0.409561;-1.145355
498;0.084000;0.272568;-1.063095
499;0.063110;0.192673;-0.913834
500;0.063873;0.101517;-0.879410
501;0.043152;0.026001;-0.756989
502;-0.026688;-0.044403;-0.682129
503;-0.041321;0.110428;-0.768646
504;0.013107;0.326080;-1.002213
505;0.052216;0.494431;-1.097198
506;0.050003;0.377090;-1.092575
507;0.035522;0.320694;-1.073944
508;0.029846;0.326736;-1.015747
509;0.032730;0.183823;-0.848495
510;0.024475;0.091629;-0.816360
511;0.002335;0.099533;-0.855148
512;-0.017258;0.287369;-0.997604
513;-0.022797;0.408264;-1.117172
514;-0.003418;0.413193;-1.120529
515;-0.009933;0.279373;-1.057953
516;-0.018311;0.130295;-0.906189
517;-0.008301;0.067337;-0.876678
518;0.001968;0.092667;-0.819885
519;-0.004425;0.276459;-1.017303
520;0.017059;0.363495;-1.018021
521;0.057953;0.222336;-1.025421
522;0.063583;0.324570;-1.149902
523;0.042847;0.137329;-0.891510
524;0.057129;0.032394;-0.903214
525;0.020813;0.035629;-0.761063
526;0.003738;0.094559;-0.975266
527;0.008789;0.474564;-1.073425
528;0.048691;0.512115;-1.198166
529;0.095963;0.383041;-1.141403
530;0.060028;0.283203;-1.011703
531;0.048157;0.157791;-0.828568
