index;x;y;z
713;-0.170609;0.905960;0.401474
714;-0.082809;0.699982;0.471298
715;0.044235;0.622986;0.507050
716;-0.145020;0.774582;0.521652
717;-0.253738;0.617981;0.584290
718;-0.478928;0.903366;0.580231
719;-0.401123;1.186371;0.556610
720;-0.456985;1.002670;0.783234
721;-0.100021;0.796219;-0.171921
722;-0.132263;0.500931;0.114899
723;-0.346771;0.540359;0.527466
724;-0.715439;1.134628;0.413452
725;-0.628464;1.521866;0.802917
726;-0.222656;1.137466;0.544632
727;-0.030838;0.793625;0.487640
728;-0.207031;0.634506;0.296158
729;-0.280380;0.758057;0.296631
730;-0.345673;0.832687;0.436050
731;-0.203232;0.665359;0.141693
732;-0.374207;1.016220;0.599503
733;-0.499771;0.856522;0.711868
734;-0.382782;0.961044;0.519928
735;-0.180893;0.929977;0.497162
736;-0.086884;0.715088;0.452057
737;-0.207489;0.849075;0.398819
738;-0.305557;0.839691;0.558136
739;-0.517990;0.976410;0.615494
740;-0.481171;1.040497;0.510818
741;-0.355545;0.886398;0.473877
742;0.110046;0.659225;0.165985
743;-0.074646;0.637939;0.323502
744;-0.190308;0.359863;0.487762
745;-0.070114;0.928650;0.422531
746;-0.556351;0.727264;0.418335
747;-0.139420;1.020752;0.680740
748;-0.539719;1.019501;0.622391
749;-0.374756;0.795807;0.212708
750;-0.370117;0.670197;0.466736
751;-0.434174;1.061890;0.423340
752;-0.386932;0.929703;0.744400
753;0.435089;0.001678;-0.468384
754;-0.843109;0.580902;0.242569
755;-0.132736;0.343353;0.525681
756;-0.633591;2.044601;0.381134
757;-0.210587;1.625061;1.013519
758;-0.155182;0.936279;0.642807
759;-0.240631;0.543701;0.472061
760;-0.306427;0.606308;0.303986
761;0.195923;0.238205;-0.020111
762;-0.035675;0.655457;0.149261
763;-0.355408;0.996277;0.120270
764;-0.089951;0.735077;1.013336
765;-0.552353;0.833618;0.832947
766;-0.438568;1.053772;0.614670
767;-0.143402;1.052475;0.588760
768;-0.041351;1.093582;0.462494
769;-0.192963;0.715942;0.560715
770;-0.555115;1.078888;0.525604
771;-0.602951;0.915955;0.602859
772;-0.377930;0.839676;0.248169
773;-0.205597;0.333862;0.184326
774;-0.155060;0.347198;0.277832
775;-0.207108;0.581863;0.561523
776;-0.410294;0.861435;0.660187
